,idx,msg_txt,annotation
2090,2279,  President of Ukraine V. Zelenskyy had a phone conversation with Iraqi Prime Minister Mohammad Shia al-Sudani. He noted that Ukraine is ready for a new page in bilateral cooperation. They agreed to intensify all existing mechanisms of interaction and launch new ones. They also discussed the Ukrainian formula for peace.    https//t.me/operativnoZSU ,0
2091,2280,"  In Bakhmut district, 36-year-old defender of Ukraine Oleksandr Khyzhnyak from Staroverivska community was killed ",0
2092,2281,  It's kind of weird 😅 ㅤ Send news 👉🏻@Kharkiv_Lifebot 👉🏻 SUBSCRIBE ,0
2093,2282,"  These are the kind of notebooks that are going to be distributed to children in the temporarily occupied territories of Ukraine. The collaborators have begun to fulfill Putin's order to ""explain the aims"" of the war to schoolchildren and have prepared such stationery. Propaganda is literally everywhere. ",0
2094,2283,"  Showers, thunderstorms, and up to 14° at night what weather forecasters predict for Kharkiv and the region on July 9 ",0
2095,2284,  An infographic with new rules of military registration has appeared  Send News 👉 @our_odessabot 👉 SUBSCRIBE ,0
2096,2286,  And the cassette tapes work🔥🔥🔥🔥 ,0
2097,2287,"  ""This is my home, for a year now,"" Ukrainian President Volodymyr Zelenskyy showed journalist Dmytro Komarov a ""bunker"" on Bankova Street.    👉Subscribe to ZN.UA ",0
2098,2275,"  ""The First World War claimed millions of lives. The Second World War took tens of millions of lives. There will not be a third world war. This is not a trilogy. Ukraine will stop Russian aggression on our land. We will do it together with the entire free world"".    The President addressed the participants of the 80th Golden Globe Awards ceremony of the Hollywood Foreign Press Association. ",0
2099,2290,  Rescue girls? And why not?  https//t.me/operativnoZSU ,0
2100,2291,  ⚡ Preventive blackouts have begun in a number of areas. ,0
2101,2292,"  Zelenskyy It may be Russia that will be left devastated after Putin, but not Ukraine  In his traditional evening address to the nation, the President of Ukraine noted that the damage caused by the Russian terrorist attack on the Kakhovka hydroelectric power plant was significant, but ""it should be clear that there are no alternatives but maximum recovery and maximum reconstruction.""     He also reassured people about the situation with drinking water.    ""Local and government leaders understand the order of steps. There are solutions, resources and money. We will do everything to provide people with drinking water despite this disaster. There may be discomfort, but we will do everything,"" he said. ",0
2102,2293,"  ❗️ДРУЗІ, УВАГА❗️ The soldiers of the heroic 3rd Assault Brigade urgently need two drones, a charging station, two goggles for drone control, two sets of batteries for drones, a module and an antenna for drones. The guys are currently conducting counter-offensive operations in the hottest area of Bakhmut. Let's save the lives and health of our defenders 😢  Together to Перемоги❤️🇺🇦  The total amount raised is 310 thousand hryvnias  🔗monobank https//send.monobank.ua/jar/93DabpXBtrong&amp;gt;UY 💳 monobank 5375411207551933 💳 privatbank 5363542090867509 Kushnirenko Dmitry &amp;gt; Details of the ICF ""New Hope"" Code 44526032 Recipient's account    UA543052990000026004050558697 Bank name JSC CB ""PrivatBank"" Purpose of payment Charitable donation  See reports at каналі⬇️ 🇺🇦Будні in&amp;lt;/strong&amp;gt;olo&amp;lt;/strong&amp;gt;нтерів🇺🇦 We are on Instagram We are on Facebook Our website For &amp;gt;""&amp;gt; questions about the collection write @dmytro_newhope  🇺🇦 Ukraine Now / Subscribe ",0
2103,2294,"  President of Ukraine Volodymyr Zelenskyy met with the representative of the Ecumenical Patriarchate, Metropolitan Emmanuel of Chalcedon, who arrived in our country. ",0
2104,2295,"  And here are the graphs for those who could not open the site (it is overloaded)  Despite the fact that we have to keep to the schedule, many of our readers have been without power for more than 6 hours  The schedule for Kyiv is here The schedule for the region is here  send the news to @novosti_kieva_bot 👉SUBSCRIBE ",0
2105,2285,"  💔 Owners of the cat rescued from under the rubble in Zaporizhzhya killed  They are young spouses - Daniel and Diana, about whom we wrote yesterday. Daniel's parents survived, but injured. Also under the rubble died two more cats. The rescued cat's name is Benya.  🇺🇦 Ukraine Now / Subscribe ",0
2106,2296,"  Today we held a meeting of the Staff and listened to reports on each of the areas. In Avdiivka and other areas, the occupiers are using the full range of weapons against our guys, including tear gas grenades. But it is very important, despite all the pressure on our forces, that the front line has not changed."" - Zelenskyy.    ""I thank all our soldiers, all soldiers and sergeants, officers and generals who defend the front lines for this.    🇺🇦Реальная War ",1
2107,976,"  🔥 Military commissariat set on fire in Bratsk, Russia  Someone threw a Molotov cocktail through the window of a room on the ground floor. Several fire crews arrived at the scene, the fire was extinguished before it engulfed the entire building. The arsonist is being searched.    🇺🇦Real War ",1
2108,2299,"  Russian soldiers held captive by the 3rd Assault Brigade learn two pieces of good news at once     1. Their standard of living in captivity immediately goes up.    2. Wagner's management has already been ""zeroed out"".     The full 5 minute video with this prisoner can be viewed on the channel of the 3rd Assault Brigade.    @informnapalm ",0
2109,2302,"  The Russian military struck Velykyi Burluk around 1420. Preliminarily, it was an S-300 missile, Viktor Tereshchenko, head of the Velykyi Burluk village community, told Suspilne Kharkiv. Preliminary, four houses were damaged. No one was injured. ",1
2110,2298,"  Forwarded from Suspilne Dnipro As of 250, 14 people died, said the head of the OVA Reznichenko. Rescuers continue to search for people under the rubble. ",1
2111,2303,  Reporter How did you survive your death?   Budanov Fine 😁👌 ,0
2112,2300,  🇬🇧 A parliamentary investigation has found that former British Prime Minister Boris Johnson repeatedly deliberately misled Parliament with his statements about parties on Downing Street that violated quarantine during the pandemic. The report states that Johnson even attempted to intimidate the committee that investigated his violations.    @babel ,0
2113,2307,"  In the second quarter of 2023, Steam will release Death From Above, a drone attack simulator that will allow everyone to feel like a Ukrainian drone operator and destroy Russian occupiers.     The game is being developed by experts from Ukraine, Poland, Finland, Kazakhstan, Germany, and Portugal. Fundraising for its improvement is ongoing on the Kickstarter platform. 30% of the game's proceeds will be donated to the Come Back Alive Foundation and the Army of Drones project.    @babel ",0
2114,2305,  Bakhmut fortress. Ruins and fire are almost close. The 241st Brigade of the TRO  https//t.me/operativnoZSU ,1
2115,2306,"  Anastasia Seniv died with her mother Myroslava Sadova on the night of July 6 in Lviv  A Russian missile hit their house. Anastasia was 32 years old. She worked at the Ukrposhta branch - she started as an operator, then moved to the technology department, and then to the recruitment department. She also worked part-time in a Lviv media outlet.      Myroslava Sadova was 60 years old. The pensioner and her daughter volunteered at a Christian charity.     Myroslava Sadova is survived by her son, Anastasia's brother.     May she rest in peace 🕯  🇺🇦 Lviv 24/7 ",1
2116,2309,"  Morning does not start with coffee! Believe in the Armed Forces of Ukraine! We will win!  📷 Yuriy Sherstyuk, 2nd battalion of the 67th Brigade  https//t.me/operativnoZSU ",0
2117,2310,"  SBU materials help to convict three more militants who fought against the Defense Forces near Bakhmut to 12 years in prison  The Security Service of Ukraine has gathered indisputable evidence of the guilt of three more members of the ""l/dnr"" terrorist organizations.    After the start of the full-scale invasion, they joined the occupation groups of the Southern Military District of the Russian Federation.    In the ranks of the aggressor, they took part in the storming of Ukrainian cities in the east of our country.    Ukrainian defenders captured the perpetrators during combat clashes in the areas of Bakhmut and Avdiivka.    Based on SBU military counterintelligence, the court sentenced the militants to 12 years in prison.    https//t.me/operativnoZSU ",0
2118,2311,"  The Azerbaijani special services have published a video of the detention of a well-known Russian billionaire and media mogul, Ruben Vardanyan, one of the former leaders of the so-called ""Nagorno-Karabakh Republic,"" who is accused of financing terrorism. By the way, in April 2023, the Peacemaker Center added Ruben Vardanyan to its database as an accomplice in the Russian aggression against Ukraine. According to the Canadian analytical publication Geopolitical Monitor ""The Kremlin sent Vardanyan to Karabakh because it feared the EU's success in concluding a peace treaty.""     Hey, Russian puppets from the ""LDPR"" Pushilin and Pasichnyk, look, your near future has every chance to be like Vardanyan's in this video. ",0
2119,2308,  💰 The largest European companies have suffered at least €100 billion in direct losses from their operations in Russia after the full-scale invasion of Ukraine.    @babel ,0
2120,2314,"  What a mountain!  Local authorities of the BNR reported that today at 730 am there was a Che-Pe in the village of Kolotylivka.     ⠀ As a result of the fall of an unidentified object, a hayloft on the territory of a private household caught fire. One person was injured.  How will a Russian cow or horse live without hay?  https//t.me/operativnoZSU ",0
2121,2304,  ❗️Вся Ukraine is a missile threat.    MiG-31K takeoff from the Savasleyka airfield.   Do not ignore the air raid warning!  🇺🇦Реальна War ,1
2122,2312,"  Kherson after another Russian air strike.     At about 1640, the occupiers attacked a residential area of the city with a rocket. The enemy fire completely destroyed a catering establishment. ",1
2123,2323,"  Russians dug new trenches in the annexed Crimea 10 kilometers away from Kherson region, - Brady Afrik, analyst of the Foreign and Defense Policy Research Department at the American Enterprise Institute.    ""These positions were built within the last month and are located about 10 kilometers from the Kherson region,"" Afrik wrote on his Twitter page.    👉 Subscribe to ZN.UA ",0
2124,2318,"  Another 11 Russians who shot at cars with civilians during the occupation of Kyiv region face life in prison  The suspects are servicemen of the 1st platoon of the 37th separate motorized rifle brigade of the 36th Combined Arms Army of the Russian Armed Forces.     It was these servicemen who seized the village of Motyzhyn and carried out ""punitive measures"". In one of these ""raids"", they were moving in a column of armored vehicles and opened fire on two cars with civilians. As a result, six people - both drivers and passengers - were killed.     If the court finds them guilty, they face 15 years to life in prison.     The investigation is ongoing, so other Russian soldiers may also be suspected of shooting the cars. ",0
2125,2319,"  NACP adds PepsiCo and Mars to the list of international war sponsors  The reason is that the companies continue to operate in Russia, paying significant taxes to its budget, thus supporting the Russian economy.    ▪️ PepsiCo (brands) has 19 plants in Russia, about 20 thousand employees and 40 thousand agricultural workers. In 2022, they paid more than $115 million in taxes to the Russian budget. ▪️ Mars (brands) has 10 factories and more than 6 thousand employees in Russia. Last year, they paid more than $93 million in taxes to the Russian budget.  🇺🇦Реальна War ",0
2126,2320,"  Everything seems to be clear. The situation is calm, and reconnaissance is underway  Please wait in the shelter for the reconnaissance to end. The word ""reconnaissance"" does not mean that you can go out, it means that you can take a break. The situation with drones is very dynamic - they appear on the radar and then disappear.     The last one was shot down earlier.   ㅤ Send news @novosti_kieva_bot 👉 SUBSCRIBE ",0
2127,2321,"  ""Ukrainian troops are making progress not only in Urozhayne, but also to the southeast of Staromayorske,"" Hanna Malyar ",0
2128,2322,"  This video is like a sickle to the balls for Muscovites.    It will again remind the terrorists of the infamous disposal of the 155th Marine Brigade, which has been broken up several times by the Ukrainian Armed Forces, and they are being reassembled, but the quality of the biomaterial is worse each time.    The terrorists' principle remains the same crush the masses.    https//t.me/operativnoZSU ",0
2129,2317,"  🇱🇻 Longtime Latvian Foreign Minister Edgars Rinkēvičs has been sworn in as president of Latvia. He became the first openly gay president not only in Latvia but also in the European Union.    Rinkēvičs is the seventh president of Latvia, elected after the restoration of state independence in 1990. Prior to that, he served as the head of the Ministry of Foreign Affairs for almost 12 years.    @babel ",0
2130,2328,"  a Russian man chained his wife to the bed out of jealousy, raped her and chopped off her hand with an ax.    All this went on for three weeks. But one day he brought an ax and chopped off her hand. Nastia almost died. Then the husband ran away with his son out of fear and called a neighbor to ""call an ambulance."" The wife survived and went to the police. The Russian is currently in jail.    Some everyday news from the country of bastards  @antiitforce ",0
2131,2325,"  ❗️Змінено trolleybus routes 8, 9k, 22k, 30, 35, 4, 40k and bus routes 22, 25, 119, 69 along Sevastopolska Ploshcha due to road works.    Buses and trolleybuses will be detoured via Povitroflotskyi Ave. ㅤ Send news @novosti_kieva_bot 👉 SUBSCRIBE ",0
2132,2327,  The situation in Soledad these days. ,0
2133,2324,  The results of this morning's strike on the settlement of Krasny Luch (under Russian control) in the Luhansk region with six HIMARS missiles. ,1
2134,2329,  Devoted assistant dog handlers of the Donetsk zonal department of the Military Law Enforcement Service during the performance of official tasks  https//t.me/operativnoZSU ,0
2135,2330,"  Conscripts and cadets will have vacations and additional payments The Verkhovna Rada voted in favor of the bill.    This was announced by MP Honcharenko.    ▪️Строковикам - vacation for 30 days, payments - UAH 6 thousand ▪️Курсантам - vacation 10 days in winter and 20 days in summer, payments - 2350 UAH  🇺🇦Реальная War ",0
2136,2332,  We receive reports that there are power outages in some parts of Kyiv  The power goes off and on.     We advise you to turn off powerful electrical appliances to avoid burning out.   ㅤ Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ,0
2137,2340,"  Lviv patrol police detect a citizen hiding from the court  On January 30, at about 2 pm, two unknown persons entered the territory of the grove. Patrol policemen arrived at the scene to verify the information. After inspecting the area, they found people matching the applicant's description.    Having identified the citizens, the inspectors found out that the 28-year-old native of Mykolaiv region was wanted on suspicion of committing a criminal offense under Part 1 of Art. 309 (Illegal production, manufacture, purchase, storage, transportation of narcotic drugs without the purpose of sale) of the Criminal Code.    Patrol policemen accompanied the citizen to the police station to further establish all the circumstances of the incident.    🇺🇦 Lviv 24/7 ",0
2138,2334,"  Avdeevka 😢  The city has been under fire since the beginning of the war. The occupants can't take the city, so they destroy it every day 🤬 ",0
2139,2333,"  ❗️Идентифицирован occupant who ordered the bombing of the Drama Theater in Mariupol  Sergey Atroshchenko, the commander of the military unit that bombed Mariupol, turned out to be a war criminal. He was born in Zhytomyr region, InformNapalm investigators found out.    The hijacker also bombed a maternity hospital and a children's hospital in Mariupol. ",0
2140,2337,"  🔥 It turns out that the mass deaths of Russian servicemen on New Year's Day happened not only in Makiivka, but also in Shakhtarsk.    🇺🇦Real War ",1
2141,2336,"  International Olympic Committee President Thomas Bach says he wants to ""explore the possibility"" of allowing Russian and Belarusian athletes to participate in the 2024 Olympic Games despite a possible boycott by Ukraine.    ""It is not in line with the values and mission of the Olympic Charter to exclude athletes because of their passport. Will they be allowed to participate in Paris 2024? Probably. Russians and Belarusians could compete under a neutral flag at the 2024 Olympics. The IOC's mission is to bring together athletes from all over the world, it's a special symbol of the Olympics,"" Bach said.    @babel ",0
2142,2338,  Reports of arrivals in temporarily occupied Genichesk  Everything is going according to the plan we wrote about earlier.     UA Insider | Subscribe ,1
2143,2339,"  Massive shelling hit Avdeevka in the Donetsk region today  Russian troops shelled places of gathering of people the city market, the area of Lafar store and the former Rubin cinema.    Two dead and three wounded are known.    We are waiting for official information.    🇺🇦 Ukraine Now ",1
2144,2343,"  ‼️ Drones attempted to attack Putin's residence at night, Russian media...  The UAV was destroyed over the village of Zavidovo in the Tver region. This is where the residence is located.    🇺🇦 Donbas Operative ✍️ Subscribe 📩 Suggest a news story ",0
2145,2341,"  ""Out of 70 people, more than half refused, did not go to the assault and fled the battlefield.""  A captured Rusak, Oleksandr Mikhailovich Goryainov, spoke about cases of desertion among prisoners and mobilized Rusaks.    https//t.me/operativnoZSU ",0
2146,2346,"  Russia shelled more than 30 settlements in Slobozhansky direction, more than 25 villages in Kupyansk and Lyman directions came under fire of the occupants, the General Staff reports. ",1
2147,2344,"  Palestinian terrorists kill a dog, raid the fridge and then set fire to the house ",0
2150,2351,"  Do you remember the DPR clown Eduard Basurin? 💥  He made up stories about ""blacks storming Donetsk"", chemical weapons and other nonsense. With the outbreak of the great war, he was thrown out of the post of chief public propagandist.     Now the Moscow landing force is in charge of the information direction. Read more about how propaganda works in the occupied territories    https//www.stopfake.org/uk/informatsijnij-vakuum-i-novinnij-tresh-yak-pratsyuye-rosijska-propaganda-na-okupovanij-donechchini/ StopFakeInformation vacuum and news trash how Russian propaganda works in the occupied Donetsk region Source Center for Strategic Communications and Information Security    What the propaganda resources of the occupied territories of Donetsk region write and how communication with the ""population"" is organized.    Campaigning and propaganda in the occupied territories of Donetsk region has its own history, and it should be considered in retrospect ",0
2151,2349,"  The military report that so far this flight looks like a training exercise, so do not panic  There is no threat to Kyiv and other regions now, but we are staying in shelters until the alert is over.   ㅤ Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ",0
2152,2348,  An exchange of fire between the IDF and Hezbollah fighters on the very border of Israel and Lebanon.    🇺🇦Реальна War ,0
2153,2352,  The British Ministry of Defense has published a video of Challenger 2 tanks in action.    @antiitforce ,0
2154,2353,"  ""Babel together with Memorial honor the memory of Olena Hladkova, a 37-year-old resident of Trostianets. On March 19 last year, Olena and her 14-year-old daughter left their home in search of food. The Russian military opened fire on them from a checkpoint. Olena was seriously wounded in the stomach.  At that time, Ukrainian troops began to enter Trostianets, but the town was still occupied. Olena's friend recalls that it was the Ukrainian military who took the woman to a hospital in Okhtyrka. A month later, Olena died, but the girl survived. Olena's younger daughter was waiting for them at home. Later, a family from Trostyanets took the children under their care ",0
2155,2354,"  On the evening of September 4, the Russian army struck Cherneshchyna in the Borivska community with two guided missiles. A kindergarten was destroyed as a result of the strikes, said Oleh Syniehubov, head of the regional military administration. ",1
2156,2355,"  Russians attacked Mykolaiv with ""Kalibrams"" at night  They fired four missiles. One private house was destroyed, another was damaged, and a residential high-rise and a historic building were heavily damaged.     There are currently 1 killed and 23 wounded civilians, including 1 child. ",1
2157,2350,"  ""Denis Kireev, an employee of the GUR and a participant in the Ukrainian-Russian negotiations in Belarus, was killed in an SBU car and his body was thrown out into the street.""    Asked how it happened that the intelligence service did not protect its own employee, Budanov said that no one expected such a reaction from the people who carried out the attack. ""We do not protect our own forces and means, for example, from the police, NABU or SBU. This is nonsense,"" he said.  @antiitforce ",0
2158,2356,"  People have not been let out for three hours. No food, no medical care, how much longer to wait 🤦‍♀️  They're deciding everything!  Meanwhile, ""they're working on it"" - a crowd of dagas is walking along the runway.    There are first reports of deaths, but the Oryol authorities do not officially confirm this  https//t.me/operativnoZSU ",0
2159,2358,"  Russian place names in Ukraine - everything. The Rada supported the law  Now streets, squares, alleys, etc. with pro-Russian names will have to be renamed.  In addition, all the monuments concerning Russia will be demolished. Cities with pro-Russian names will also be renamed.    Insider UA | Subscribe ",0
2160,2357,"  ""Dolbb came here"" such a ""formidable warrior"" was captured in the right-bank part of Kherson region.    🇺🇦Реальна War ",0
2161,2360,  I turn off reactions in the channel completely. Rusnya keeps spinning reactions under the posts.    UA Insider | Subscribe ,0
2162,2361,"  The population of marmots in Kharkiv region is endangered. This is due to the full-scale war - pollution and noise from the fighting, said biologist Volodymyr Hrubnyk. He told us how many marmots currently live in the region ",0
2163,2362,"  After the iOS 17 update, all iPhones began to hold a charge much worse    ▪️iPhone SE 2020 - holds a charge 9% worse ▪️iPhone 11 - 5% worse ▪️iPhone 12 - 5% worse ▪️iPhone 13 - 11% worse ▪️iPhone XR - 21% worse  Don't update yet, they promise to fix everything by 17.1 or 17.2  🇺🇦Реальна War ",0
2164,2363,"  The United States imposed sanctions against suppliers of Iranian drones used by Russia to attack Ukrainian civilian infrastructure.    The West's concerns about Tehran's rapprochement with Moscow have been compounded by another disturbing development according to US and allied intelligence agencies, Russia is using Iranian drones in the war against Ukraine, in the production of which Iran has used American technology on a massive scale.    Video Voice of America  👉 Subscribe to ZN.UA ",0
2165,2364,"  Forwarded from the Commander-in-Chief of the Armed Forces of Ukraine Today, February 10, at 1018 a.m., two Russian Kalibr cruise missiles crossed the state border of Ukraine with the Republic of Moldova. At approximately 1033 a.m., these missiles crossed the airspace of Romania and then reentered the airspace of Ukraine at the point where the borders of the three countries intersect.    The missiles were launched from the Black Sea.     @CinCAFU ",0
2166,2365,  30th Brigade continues to work on moped logistics for the Second Army  https//t.me/operativnoZSU ,0
2167,2359,"  During the evacuation of the red-haired vans, our FPV drone gets into a medical jalopy  Now he won't be able to write bullshit for 10 wooden on chats.     @antiitforce ",0
2168,458,"  In Lviv, trams can't get through because of incorrect parking lot markings.    On Kyivska Street, trams are having trouble getting through because drivers of parked cars are blocking traffic.    ""Due to a mistake in applying blue markings. Please fix it, as the cars are parked according to the agreed scheme,"" reads the appeal on the Lviv city hotline.    🇺🇦 Lviv 24/7 ",0
2169,2367,  Remains of a downed Storm Shadow cruise missile in Berdiansk ,0
2170,2368,  First batch of Abrams tanks delivered to Ukraine on Saturday - The New York Times  🇺🇦Реальна War ,0
2171,2369,"  #write  Good afternoon. We work in an office building at 257 Heroiv Kharkivu Street. This is an air-conditioned office building where a large number of people work. There is a bomb shelter under this building, which is impossible to get into because the doors are always closed and the management refuses to provide the door code to the employees of this building.  Dear friends, the issue of bomb shelters is of great concern to everyone after the situation in Kyiv, so please send any information about closed or unusable shelters to our chatbot, and we will cover everything to ensure that the authorities respond quickly to solve this problem!     Send it here 👉 @Kharkiv_Lifebot  👉🏻 SUBSCRIBE ",0
2172,2370,"  #article_of_the_day  Russian occupation troops and rear areas are covered by S-400 Triumph air defense systems  ""Militarnyi"" 👉 talks about the discrepancy between the declared capabilities of these Russian air defense systems and their losses in the war against Ukraine.    #Ukraine #Russia ",0
2173,2371,"  Dnepr. Already 9 dead, 64 wounded  Among the dead is a 15-year-old girl - OVA.    There are still people under the rubble.    UA Insider | Subscribe ",0
2174,2372,"  ""The accused Nelya Shtepa was not present at the hearing"". A Poltava court has postponed the hearing in the case of former head of Sloviansk Nelya Shtepa until November due to her health condition.  The prosecutor is preparing a request for her treatment, said Dmytro Chubenko, a spokesman for the Kharkiv regional prosecutor's office. ",0
2175,2373,"  The Ukrainian Armed Forces managed to break through the first line of Russian defense in some areas, - British intelligence.     Over the past two days, there have been important moves on the part of our soldiers in certain sectors in eastern and southern Ukraine.    ""In some areas Ukrainian troops have probably made significant progress and have broken through the first line of Russian defense. In other areas Ukrainian troops are advancing more slowly,"" writes British Intelligence.    🇺🇦 Ukraine Now / Subscribe ",0
2176,2374,  A soldier shows the helmets of dead Ukrainian servicemen in Bakhmut. This is the situation the Ukrainian Armed Forces are in at the moment... ,0
2177,2375,  ‼️ The Ramstein meeting has begun...  🇺🇦 Donbass Operative ✍️ Subscribe 📩 Suggest a news story ,0
2178,2376,"  Oops! ✝️  There's a slander that Don-don's right hand, the wild monkey Delimkhanov, was minus by our boys, purely by accident of course 😜  The bald chef owes us a lot of money now. Didn't this one jump on him too?    - Baldy! Give me the cash to VSU!     ❗️ We'll fall in love with Katsapnya together. Coordinates, photos here - @osint_bees_bot all respectfully check and give to the acquaintance with ""Khimars""❗️ ",0
2179,2377,"  January 17, if someone does not understand, is just ""2-3 weeks"" after the New Year 🤔  Just interesting coincidences.     @informnapalm ",0
2180,2378,"  White House statement Russia will not succeed in demoralizing Ukrainians with missile strikes  ""These strikes are yet another example of the brutal and barbaric war Russia is waging, attacking Ukraine's critical infrastructure that provides light and heat to Ukrainian civilians.    The United States will continue to provide Ukraine with what it needs to defend itself, including air defense systems, along with our allies and partners - and we will continue our work to hold Russian forces accountable for their war crimes and atrocities.    Russia continues to underestimate the strength and determination of the Ukrainian people, and these latest attempts to demoralize them will fail again""  https//t.me/operativnoZSU ",0
2181,2379,"  The ICEYE spacecraft, purchased with donations from Ukrainians, helped to detect and destroy thousands of enemy vehicles  Ukraine's military intelligence began using the ""people's satellite"" on September 24, 2022. During this time, the spacecraft's resource allowed to detect 360 tents in the locations of the Russian occupation army, as well as 7321 objects of enemy military and special equipment. Thanks to the capabilities of ICEYE, a significant part of this list was destroyed and reflected in the daily reports of the General Staff of the Armed Forces of Ukraine,"" the Defence Intelligence of Ukraine reported. ",0
2182,2380,"  Eight enemy ships are on combat duty in the Black and Azov Seas, including one missile carrier with four Kalibr missiles on board.    👉 Subscribe to ZN.UA ",0
2183,2381,"  Writer Victoria Amelina has arrived at the Slovo literary residence in Kharkiv for a week. In particular, she will take part in the ""Readings on the Ladder"" in the literary museum, which will be dedicated to Volodymyr Vakulenko from March 21 to 23, the museum will be open to the public for the first time since February 24, 2022. ",0
2184,2382,"  Your cowardly silence will end with evil coming after you, - Zelensky turned to the Russians  ""I want to say to all those in Russia - and from Russia - who even now could not utter even a few words condemning this terror... Though they see and know everything perfectly well... Your cowardly silence, the attempt to ""wait out"" what is happening will only end with these same terrorists coming after you one day. Evil is very sensitive to cowardice. Evil always remembers those who fear it or try to bargain with it. And when it comes for you, there will be no one to protect you,"" said the president of Ukraine in an evening appeal. ",0
2185,2383,  Mayor of Nova Kakhovka confirms shelling of the city  The creatures are redheaded  @antiitforce ,0
2186,2384,"  Forwarded from Suspilne News The Suspilne News website will temporarily not be updated promptly. Follow us on social media Telegram, Facebook, Instagram, Youtube, Viber  You can also listen to our news on the Ukrainian Radio and watch on local Suspilne TV channels. ",0
2187,2385,"  💡There are no mass blackouts in Kiev - DTEK denied the information  At the same time, there are small local blackouts in the Solomensky district. They are related to scheduled works.    🇺🇦 Ukraine Now / Subscribe ",0
2188,2387,  The guy who exploded on explosives in Kupyansk district on April 5 is in hospital in a stable condition of moderate severity ,0
2189,2388,"  ⚡️Великобританія showed what the British Challenger 2, German Leopard, French Leclerc and American Abrams tanks are capable of.    🇺🇦Реальная War ",0
2190,2389,"  Air defense forces shot down 44 kamikaze drones, Russians shelled Kherson, Ukrainian Armed Forces eliminated 760 more occupants. War, day 313 online ""Babel""  🇺🇦In Ukrainian - https//baa.nu/0cMfnT 🇺🇸English - https//baa.nu/Rbz6eC BabelWar. Air defense forces shot down 44 kamikaze drones, Russians shelled Kherson, the Armed Forces eliminated another 760 occupiers. Day 313 online Read about the main events of January 2 in Babel online ",0
2191,2390,"  Don-Don calls Russians who oppose Islam ""part of Ukrainian fascism""  ""I do not consider such people to be citizens of the Russian Federation, they are fascists. I call on everyone to treat us with respect or we must take action in every sense of the word.""  Another story of how snakes gnaw on swamps. 😃  🇺🇦Реальная War ",0
2192,2391,"  Zaluzhny agreed with partners to focus on drones for Ukraine  At a meeting with US and British partners, the AFU commander-in-chief noted the need to counter enemy drones and build up its own capabilities.     ""We dwelt separately on the needs of military units ammunition, weapons, air defense, REB, devices for remote demining - this is what is needed. We also discussed the possibilities of strengthening the protection of critical infrastructure facilities from enemy air attacks,"" Zaluzhny said.     🇺🇦 Ukraine Now / Subscribe ",0
2193,2392,"  👀 Evening cinema hall  Soldiers of the 🇷🇺🐖 occupiers are fleeing Klishchiyivka. But sometimes they are caught by our вояки🇺🇦💪.    This is one of the ""Storm Z"" enemy soldiers captured by our guys. ",0
2194,2393,"  ❗️На unfortunately, we have had hits at several high-voltage infrastructure facilities in the eastern, western, and southern regions of Ukraine - Ukrenergo.    This led to power outages in some areas.     The threat continues, stay in shelters!  👉 Subscribe to ZN.UA ",1
2195,2394,"  ❗️У Mykolaiv is working to restore social facilities damaged by Russian army shelling.     In particular, windows and doors are being replaced in kindergartens, gymnasiums and lyceums.    Send news to @niko9_bot 👉 SUBSCRIBE ",0
2196,2397,  Center ,0
2197,2398,"  🛑 Cyberattack failed to stop the work of the UKRINFORM news agency  Thanks to the prompt actions of the Government's Computer Emergency Response Team (CERT-UA), the attack of Russian hackers on the Ukrainian National News Agency ""Ukrinform"" did not stop its work - Ukrainians and the whole world can continue to receive prompt and objective information about the situation in the country.    💬 ""From the first days of the full-scale invasion, Russians have been trying to deprive Ukrainians of information about the state of affairs in the country and the course of the war. They cut off Ukrainian television, Internet and mobile communications in the temporarily occupied territories, launched missile strikes on TV and radio towers in many Ukrainian cities. They carried out cyber attacks on Ukrainian media. The attack on Ukrinform is another attempt to destroy the truth,"" said Yuriy Shchyhol, Head of the State Special Communications Service of Ukraine.  According to preliminary data provided by CERT-UA experts, although the attack led to the fact that part of the agency's information infrastructure was destructively affected, the threat was quickly localized. This made it possible to ensure the work of Ukrinform. Now CERT-UA experts are providing assistance in restoring the infrastructure and continue to investigate the incident. ",0
2198,2399,  The meme is out of control ,0
2199,2400,"  The United States is more comfortable giving us weapons, HIMARS, missiles - anything but money - Finance Minister Sergiy Marchenko.    https//t.me/operativnoZSU ",0
2200,2401,"  Poland plans to give Ukraine 60 more Soviet-style tanks and 14 Leopard tanks, - Prime Minister Mateusz Morawiecki.     👉 Subscribe to ZN.UA ",0
2201,2402,"  Katsaps are afraid to tell the old schizoid Putin bad news!     😂 Putin has not yet been informed about what happened in Taganrog, the Russia-Africa summit is underway, - Peskov.    https//t.me/operativnoZSU ",0
2202,2403,  ❗️ДПА in 2023 abolished the order of the Ministry of Education and Science entered into force  This applies to 4th and 9th grade students. The order was prepared in order to preserve the life and health of students under martial law. ,0
2203,2405,  🚨AIRBORNE ALARM  Enemy aircraft activity over the occupied Kherson region  10.28 quiet  send news to @niko9_bot 👉🏻 SUBSCRIBE ,0
